listing_id,review_id,date,reviewer_id
5178,222545,2011-04-11,327452
5178,229542,2011-04-18,351554
5178,244045,2011-04-29,335908
5178,263586,2011-05-15,299564
5178,275727,2011-05-23,346210
5178,292394,2011-06-01,359864
5178,304929,2011-06-09,415158
5178,316969,2011-06-15,690433
5178,341765,2011-06-29,276674
5178,349152,2011-07-03,472204
5178,358193,2011-07-07,475651
5178,401808,2011-07-28,344711
5178,425216,2011-08-07,414931
5178,454928,2011-08-18,577487
5178,475719,2011-08-26,340937
5178,512590,2011-09-08,404983
5178,532824,2011-09-15,534944
5178,540860,2011-09-17,1151705
5178,582546,2011-09-30,801350
5178,624967,2011-10-13,637612
5178,630702,2011-10-16,981049
5178,644485,2011-10-19,521606
5178,686637,2011-11-02,1200517
5178,697252,2011-11-07,744809
5178,740991,2011-11-24,721906
5178,781890,2011-12-13,870987
5178,798934,2011-12-21,882170
5178,840106,2012-01-06,691172
5178,852090,2012-01-09,1456486
5178,872866,2012-01-20,1430948
5178,878719,2012-01-23,1582319
5178,898648,2012-02-02,225469
5178,900617,2012-02-04,1463967
5178,908212,2012-02-07,253321
5178,914970,2012-02-12,701129
5178,920633,2012-02-14,1353708
5178,930830,2012-02-19,1414487
5178,944380,2012-02-23,1737769
5178,960866,2012-03-01,614383
5178,975337,2012-03-06,1565066
5178,990349,2012-03-12,1619803
5178,1030896,2012-03-22,1237565
5178,1057618,2012-03-29,1638190
5178,1063889,2012-03-31,1749760
5178,1085205,2012-04-05,1579798
5178,1134724,2012-04-16,1337014
5178,1147766,2012-04-18,1786924
5178,1166685,2012-04-23,1685704
5178,1206476,2012-05-01,1116190
5178,1254529,2012-05-09,2192842
5178,1260860,2012-05-11,1596174
5178,1301779,2012-05-19,1523333
5178,1349398,2012-05-26,1718750
5178,1398144,2012-06-02,1293015
5178,1410265,2012-06-04,125175
5178,1590109,2012-06-29,1755506
5178,1699386,2012-07-13,2780716
5178,1786578,2012-07-24,1790071
5178,1825511,2012-07-29,1608779
5178,1934550,2012-08-09,3017872
5178,1945975,2012-08-11,285361
5178,2131815,2012-08-29,1413743
5178,2189471,2012-09-04,950855
5178,2295972,2012-09-15,1754564
5178,2480799,2012-10-02,2163845
5178,2569600,2012-10-10,1764846
5178,2627406,2012-10-16,1486293
5178,2677389,2012-10-22,1784456
5178,2847823,2012-11-10,2973497
5178,2883420,2012-11-14,1458876
5178,2927748,2012-11-20,1614302
5178,3094769,2012-12-16,1817823
5178,3114950,2012-12-18,1500345
5178,3322403,2013-01-10,197711
5178,3370287,2013-01-19,3768630
5178,3419298,2013-01-27,3807504
5178,3446667,2013-01-31,3407005
5178,3625070,2013-02-26,5029546
5178,3645817,2013-02-27,2858720
5178,3669492,2013-03-02,4486075
5178,3849683,2013-03-20,5381131
5178,3915729,2013-03-27,4245859
5178,3971286,2013-04-01,3554007
5178,4030840,2013-04-04,4663932
5178,4114344,2013-04-11,1906447
5178,4144350,2013-04-14,4468963
5178,4201363,2013-04-18,339539
5178,4308737,2013-04-27,4415822
5178,4871471,2013-05-30,2851943
5178,4978188,2013-06-05,4622293
5178,5023069,2013-06-08,5654721
5178,5375277,2013-06-27,4542935
5178,5504545,2013-07-03,1458876
5178,5688823,2013-07-12,4803765
5178,6608967,2013-08-19,1785051
5178,7065945,2013-09-05,6453658
5178,7270810,2013-09-14,4965674
5178,7443043,2013-09-20,8621606
5178,8164852,2013-10-19,5073335
5178,8425697,2013-10-30,7487779
5178,8470698,2013-11-01,9486553
5178,8620543,2013-11-09,4508112
5178,8848156,2013-11-21,197711
5178,8883025,2013-11-24,9023368
5178,8945867,2013-11-27,337193
5178,9078190,2013-12-05,4892465
5178,9124985,2013-12-09,683217
5178,9237262,2013-12-16,8168261
5178,9580172,2014-01-03,1568867
5178,9859769,2014-01-14,10337731
5178,9925410,2014-01-20,6157354
5178,10543480,2014-02-24,10586424
5178,10634560,2014-03-01,5940635
5178,10994168,2014-03-16,13000544
5178,11124042,2014-03-22,9895424
5178,11392395,2014-04-01,10691016
5178,11659629,2014-04-11,11850180
5178,11947945,2014-04-20,3816518
5178,12421258,2014-05-02,8558877
5178,12649702,2014-05-07,9736455
5178,12742051,2014-05-10,12330938
5178,13498701,2014-05-29,2851943
5178,13739775,2014-06-03,12078293
5178,13814192,2014-06-05,13320452
5178,14850296,2014-06-28,9444539
5178,14957656,2014-06-30,13949741
5178,15166564,2014-07-04,1458876
5178,16643211,2014-07-30,18195676
5178,16658503,2014-07-31,15370444
5178,16970801,2014-08-05,7115590
5178,17084875,2014-08-06,19418793
5178,17257417,2014-08-10,5724674
5178,17608071,2014-08-15,10433924
5178,18160266,2014-08-23,10151136
5178,18234728,2014-08-24,6213375
5178,18642572,2014-08-29,11031194
5178,18779901,2014-09-01,9460846
5178,19438656,2014-09-12,1497852
5178,19488296,2014-09-13,20167062
5178,19602080,2014-09-15,9333463
5178,19864234,2014-09-20,9650279
5178,20076634,2014-09-22,19991787
5178,20676723,2014-10-03,4337113
5178,20960851,2014-10-08,21190424
5178,20994529,2014-10-09,7850601
5178,21396419,2014-10-16,21988955
5178,21422585,2014-10-17,19804652
5178,21666587,2014-10-21,2753690
5178,21779367,2014-10-24,16006093
5178,22057375,2014-10-29,11900837
5178,22399106,2014-11-05,21315763
5178,23204731,2014-11-25,20914485
5178,23502561,2014-12-02,9075308
5178,23540335,2014-12-03,14809773
5178,24320419,2014-12-26,5091146
5178,24801629,2015-01-03,12690825
5178,25304564,2015-01-12,15132824
5178,25454772,2015-01-16,7737637
5178,25600469,2015-01-20,19127416
5178,25747229,2015-01-25,14019563
5178,25961771,2015-01-31,8703217
5178,26774556,2015-02-19,21299546
5178,27093754,2015-02-25,13233765
5178,27285051,2015-03-01,26821122
5178,27869479,2015-03-14,20105359
5178,28247008,2015-03-21,23629313
5178,30121891,2015-04-18,5902447
5178,30410666,2015-04-21,30395117
5178,31027432,2015-05-01,14767392
5178,31503092,2015-05-06,21505426
5178,31612700,2015-05-07,32164509
5178,32155731,2015-05-15,23749325
5178,32497846,2015-05-19,27484741
5178,33063494,2015-05-25,23944659
5178,33493149,2015-05-29,26303765
5178,33774025,2015-06-01,25361097
5178,34117363,2015-06-05,16556575
5178,35445670,2015-06-19,22127838
5178,35774347,2015-06-22,26582800
5178,35985816,2015-06-23,8112665
5178,37037761,2015-07-04,28822415
5178,37545886,2015-07-08,26716506
5178,37708525,2015-07-09,37307440
5178,38251006,2015-07-14,22142589
5178,38988520,2015-07-20,9016403
5178,40592978,2015-08-01,34519956
5178,41111698,2015-08-04,37242189
5178,41269884,2015-08-05,6154791
5178,41722922,2015-08-09,27305346
5178,43348041,2015-08-19,23610538
5178,44513120,2015-08-27,25269094
5178,44779233,2015-08-29,33182305
5178,45492787,2015-09-03,21298786
5178,45636061,2015-09-04,43014179
5178,47243151,2015-09-17,32335549
5178,47476757,2015-09-19,37470474
5178,48587516,2015-09-27,43642245
5178,50614155,2015-10-13,31868714
5178,51108142,2015-10-18,7052569
5178,51318847,2015-10-19,37925190
5178,52314840,2015-10-28,40726600
5178,52394962,2015-10-29,34572383
5178,53614714,2015-11-10,19125871
5178,54087241,2015-11-16,13204549
5178,54314915,2015-11-18,44095797
5178,54498949,2015-11-21,39276018
5178,55094408,2015-11-28,29888209
5178,55710099,2015-12-05,32140620
5178,56178557,2015-12-10,30565244
5178,57110749,2015-12-22,12393587
5178,57225503,2015-12-23,48611252
5178,57437014,2015-12-26,11808135
5178,58257109,2016-01-02,26716678
5178,59682829,2016-01-13,11633200
5178,60256899,2016-01-21,46275994
5178,61357639,2016-02-03,42438639
5178,61627997,2016-02-07,21970744
5178,62065671,2016-02-11,19914491
5178,62614846,2016-02-15,49442180
5178,64753202,2016-03-08,6718621
5178,65213766,2016-03-12,6432575
5178,66029594,2016-03-19,50764440
5178,67121756,2016-03-27,43174077
5178,68947144,2016-04-08,46796849
5178,69159859,2016-04-09,65643509
5178,70679523,2016-04-19,41794678
5178,72551176,2016-05-03,49377597
5178,74007206,2016-05-12,40991379
5178,75437756,2016-05-21,42530339
5178,77307248,2016-05-31,1670561
5178,78031516,2016-06-05,63828936
5178,78865075,2016-06-09,51495101
5178,80383656,2016-06-17,64809261
5178,80947596,2016-06-20,19177355
5178,81214818,2016-06-21,43210416
5178,83364013,2016-07-02,40546622
5178,84488860,2016-07-07,46023317
5178,86350734,2016-07-16,78804951
5178,86591242,2016-07-17,48344389
5178,86764854,2016-07-17,17721404
5178,88248927,2016-07-23,49553075
5178,89925046,2016-07-30,46645494
5178,91114922,2016-08-03,56124242
5178,96056605,2016-08-21,41802642
5178,96818157,2016-08-24,22356371
5178,98600519,2016-08-31,19696784
5178,99185196,2016-09-03,78685865
5178,100188571,2016-09-07,54704294
5178,100458825,2016-09-09,91716491
5178,101316379,2016-09-12,59182240
5178,101491171,2016-09-13,45864920
5178,104794500,2016-09-28,53638752
5178,106762577,2016-10-08,72201243
5178,110675209,2016-10-27,61744850
5178,110957112,2016-10-29,95458425
5178,112831476,2016-11-07,467394
5178,113011434,2016-11-09,96719031
5178,113118662,2016-11-10,25963352
5178,114655124,2016-11-19,22065983
5178,115076720,2016-11-21,101780443
5178,115782894,2016-11-26,4162253
5178,120144839,2016-12-08,1037615
5178,122582806,2016-12-24,24406166
5178,126059728,2017-01-08,53538599
5178,126408979,2017-01-11,108364416
5178,126512526,2017-01-12,92055594
5178,127362044,2017-01-17,15254149
5178,128798737,2017-01-27,39192977
5178,129170169,2017-01-29,110323235
5178,129808665,2017-02-02,104480573
5178,130555776,2017-02-06,99001006
5178,135009305,2017-03-02,19914491
5178,136422413,2017-03-10,34315334
5178,138317165,2017-03-19,11169317
5178,140715771,2017-03-31,98980958
5178,142839075,2017-04-09,102399806
5178,153243234,2017-05-20,113967576
5178,155171634,2017-05-27,7332702
5178,156488997,2017-05-30,1872060
5178,156651257,2017-05-31,27758838
5178,156909919,2017-06-01,1187805
5178,158089161,2017-06-05,71074914
5178,160543311,2017-06-14,133592606
5178,163373679,2017-06-24,112968496
5178,167333760,2017-07-06,93794406
5178,169094825,2017-07-11,91525576
5178,173448192,2017-07-23,117484997
5178,177385126,2017-08-02,58367359
5178,178509640,2017-08-05,106500549
5178,180481907,2017-08-10,29876075
5178,188521737,2017-08-29,56196659
5178,191018860,2017-09-05,52985604
5178,191451659,2017-09-07,135879156
5178,192057524,2017-09-09,147802064
5178,193177865,2017-09-12,130949127
5178,197323594,2017-09-25,114432993
5178,198783746,2017-09-30,55776338
5178,200753695,2017-10-06,51503735
5178,202198772,2017-10-10,25521923
5178,202500193,2017-10-11,44871159
5178,204762021,2017-10-19,10235580
5178,206294390,2017-10-24,61302838
5178,206457285,2017-10-25,18110000
5178,211649667,2017-11-13,79392314
5178,213862811,2017-11-23,63813827
5178,215580638,2017-11-30,134029684
5178,215958245,2017-12-02,153659110
5178,216925928,2017-12-06,156686218
5178,218535289,2017-12-13,10437364
5178,219110963,2017-12-16,75102998
5178,220736303,2017-12-23,67924341
5178,225244492,2018-01-05,159112567
5178,232597879,2018-02-05,57788581
5178,233645687,2018-02-10,107412975
5178,234890366,2018-02-14,165431854
5178,239165985,2018-02-28,159693484
5178,240645603,2018-03-05,37363427
5178,242857045,2018-03-13,148724552
5178,247440633,2018-03-28,160045621
5178,249689247,2018-04-02,25091122
5178,250545834,2018-04-05,179339844
5178,253971035,2018-04-15,55165752
5178,257303817,2018-04-25,41944389
5178,259258828,2018-04-30,20372891
5178,266166390,2018-05-19,110055350
5178,270037571,2018-05-28,53685014
5178,271525828,2018-06-01,61334816
5178,273006060,2018-06-04,108018206
5178,276035158,2018-06-12,155109016
5178,279084296,2018-06-19,19828093
5178,280153286,2018-06-22,182125003
5178,285359545,2018-07-03,157273986
5178,297286643,2018-07-27,194067975
5178,301112738,2018-08-03,156053444
5178,302374092,2018-08-05,151650678
5178,305620124,2018-08-11,51623909
5178,310472808,2018-08-19,160482290
5178,312077661,2018-08-22,34627359
5178,317740757,2018-09-02,134193686
5178,323002578,2018-09-14,95413871
5178,325372765,2018-09-19,72603324
5178,326532165,2018-09-22,83979626
5178,329334515,2018-09-28,70320873
5178,331399870,2018-10-02,109485708
5178,335562307,2018-10-12,30424548
5178,346721024,2018-11-09,215516405
5178,347623658,2018-11-11,113140021
5178,348353145,2018-11-13,21155934
5178,348852183,2018-11-15,11821852
5178,349507720,2018-11-17,25060505
5178,353104826,2018-11-26,25674547
5178,354098126,2018-11-30,94693520
5178,357116643,2018-12-09,75132235
5178,366881567,2019-01-03,34092342
5178,401440022,2019-01-14,167728120
5178,403284484,2019-01-20,96038897
5178,405185714,2019-01-26,113567004
5178,410123486,2019-02-09,230351526
5178,411146053,2019-02-11,226918764
5178,413431165,2019-02-17,93209899
5178,423524370,2019-03-14,201212312
5178,432361805,2019-04-03,237859795
5178,435128767,2019-04-09,207619616
5178,437269121,2019-04-14,74129674
5178,438812260,2019-04-17,1576238
5178,442049342,2019-04-22,18526069
5178,443289120,2019-04-25,22746178
5178,448685356,2019-05-05,195168839
5178,452022318,2019-05-12,49248927
5178,456821585,2019-05-22,223596893
5178,461974617,2019-06-01,128369076
5178,468046265,2019-06-11,245545391
5178,472432350,2019-06-19,206198753
5178,473356238,2019-06-21,26916066
5178,475639133,2019-06-24,11934009
5178,482450044,2019-07-06,231077345
5178,484878961,2019-07-09,269542502
5178,485860179,2019-07-11,61517485
5178,487016735,2019-07-13,270080630
5178,495825308,2019-07-26,167154043
5178,497419737,2019-07-28,149020744
5178,500042283,2019-08-01,118914736
5178,503819055,2019-08-06,26592529
5178,508909050,2019-08-13,7702396
5178,513460460,2019-08-19,56925209
5178,515245972,2019-08-22,38670744
5178,516691922,2019-08-24,284630759
5178,518807661,2019-08-27,121363923
5178,521301712,2019-08-31,263154528
5178,530975041,2019-09-16,258815592
5178,537423928,2019-09-28,43318121
5178,539512043,2019-10-01,48062272
5178,541064291,2019-10-04,106328756
5178,545092035,2019-10-11,85536942
5178,546367003,2019-10-13,15147863
5178,558210538,2019-11-02,29998095
5178,562895422,2019-11-11,51611765
5178,564291702,2019-11-15,69416253
5178,567076764,2019-11-21,166591243
5178,570507678,2019-11-29,202503936
5178,572702677,2019-12-03,47641607
5178,573940246,2019-12-07,142048991
5178,575534270,2019-12-10,12182304
5178,576117707,2019-12-12,129153529
5178,582257629,2019-12-26,301105783
5178,587844402,2020-01-03,65352481
5178,592251184,2020-01-12,3951151
5178,598952933,2020-01-28,89282773
5178,600353982,2020-02-01,42707708
5178,604840818,2020-02-12,33699962
5178,606760196,2020-02-16,134562966
5178,609277533,2020-02-22,44227784
5178,609923927,2020-02-23,31926244
5178,611610118,2020-02-27,195319553
5178,612023468,2020-02-28,12846983
5178,614853005,2020-03-06,150653120
5178,615910207,2020-03-08,136501551
5178,618663219,2020-03-15,314697928
5178,667781125,2020-09-25,5290777
6848,3149,2009-05-25,18003
6848,3287,2009-05-29,16426
6848,3687,2009-06-07,18432
6848,3987,2009-06-14,8646
6848,5228,2009-07-08,17311
6848,5624,2009-07-16,20347
6848,5947,2009-07-22,22786
6848,6193,2009-07-27,22455
6848,6664,2009-08-03,26517
6848,12717,2009-10-07,30985
6848,19080,2009-12-04,46832
6848,19286,2009-12-06,44462
6848,23837,2010-01-11,24256
6848,26620,2010-02-17,65178
6848,42672,2010-05-15,119449
6848,108358,2010-09-29,142027
6848,109074,2010-10-01,176515
6848,126086,2010-10-24,231210
6848,142542,2010-11-22,234088
6848,2425876,2012-09-27,535321
6848,2820079,2012-11-05,278240
6848,3414801,2013-01-26,19967
6848,3560276,2013-02-17,3575142
6848,4744028,2013-05-23,5471074
6848,5214040,2013-06-18,2773722
6848,7638798,2013-09-28,1645731
6848,8020090,2013-10-13,344028
6848,8651923,2013-11-11,4354542
6848,8868380,2013-11-23,8855690
6848,9050327,2013-12-03,45181
6848,9098372,2013-12-07,5233232
6848,9260904,2013-12-16,10537833
6848,9362229,2013-12-24,3548203
6848,11017020,2014-03-17,11244543
6848,11271266,2014-03-27,1622180
6848,12602119,2014-05-06,9400641
6848,12775690,2014-05-11,9123330
6848,61336983,2016-02-02,50451071
6848,62253595,2016-02-13,23082983
6848,62721500,2016-02-16,15045414
6848,63630050,2016-02-25,5441056
6848,64363700,2016-03-03,26143278
6848,65513545,2016-03-15,14295093
6848,67833008,2016-03-31,31572788
6848,68508502,2016-04-05,166375
6848,70545349,2016-04-18,45477240
6848,72215451,2016-05-01,51266255
6848,74238721,2016-05-14,4623850
6848,74766880,2016-05-16,7325952
6848,78209233,2016-06-05,18485748
6848,78714782,2016-06-08,4993139
6848,81209743,2016-06-21,66693130
6848,83906903,2016-07-04,10103912
6848,86915684,2016-07-18,16670227
6848,88853758,2016-07-25,12451582
6848,91117865,2016-08-03,59316325
6848,92310128,2016-08-08,8871977
6848,92659022,2016-08-09,4365196
6848,94078327,2016-08-14,84112401
6848,96150190,2016-08-21,16562048
6848,97896215,2016-08-28,83337607
6848,100174651,2016-09-07,23384809
6848,100491686,2016-09-09,41480816
6848,102119641,2016-09-16,68904037
6848,103254498,2016-09-21,79261900
6848,103893082,2016-09-24,9718386
6848,104425451,2016-09-26,6194000
6848,110575959,2016-10-27,67748097
6848,113052632,2016-11-09,44998575
6848,114938531,2016-11-20,60569482
6848,116600079,2016-12-01,18284518
6848,145682484,2017-04-19,63661804
6848,147239141,2017-04-25,117555992
6848,153920028,2017-05-22,113683090
6848,160107243,2017-06-12,58259189
6848,168781185,2017-07-10,41441976
6848,170431763,2017-07-15,78609183
6848,172032031,2017-07-19,5126651
6848,180535435,2017-08-10,5043403
6848,184425026,2017-08-19,26996094
6848,191480489,2017-09-07,3996988
6848,194262962,2017-09-16,15026043
6848,203159295,2017-10-14,13269115
6848,216912542,2017-12-06,16767305
6848,232639820,2018-02-05,57643931
6848,238303513,2018-02-25,2536162
6848,241801020,2018-03-10,60489162
6848,242900147,2018-03-13,1223602
6848,245076972,2018-03-20,19827975
6848,245488628,2018-03-22,63878754
6848,248048694,2018-03-30,129236136
6848,253932622,2018-04-15,2670211
6848,258627791,2018-04-29,8236290
6848,263660202,2018-05-12,7223755
6848,274623799,2018-06-09,23728522
6848,282885935,2018-06-28,53936509
6848,285771778,2018-07-04,26898632
6848,290031332,2018-07-13,91345664
6848,292278618,2018-07-17,455689
6848,299313705,2018-07-30,66980893
6848,312475900,2018-08-23,21217909
6848,314980302,2018-08-27,27637219
6848,319532967,2018-09-06,98530528
6848,326184676,2018-09-21,162963606
6848,335980272,2018-10-13,1292284
6848,341680791,2018-10-27,42538057
6848,343758757,2018-11-01,183425
6848,346136270,2018-11-07,17719862
6848,347689396,2018-11-11,6214055
6848,350141844,2018-11-18,128141017
6848,351131937,2018-11-21,66631715
6848,353094865,2018-11-26,120098001
6848,353572705,2018-11-28,141055613
6848,355568106,2018-12-04,208206283
6848,356280091,2018-12-07,44124782
6848,357144401,2018-12-09,173595727
6848,357799760,2018-12-11,311435
6848,359677001,2018-12-17,201693163
6848,362579036,2018-12-26,22462857
6848,366933285,2019-01-03,6446133
6848,369178766,2019-01-09,19790440
6848,406173460,2019-01-28,31602761
6848,409040943,2019-02-06,98290154
6848,410719011,2019-02-10,23807674
6848,413393741,2019-02-17,117326652
6848,414419062,2019-02-19,62908004
6848,417540306,2019-02-27,156525424
6848,421521031,2019-03-09,6569237
6848,423264995,2019-03-13,2752879
6848,423901098,2019-03-15,23858924
6848,425554564,2019-03-18,25278510
6848,426613848,2019-03-21,150008840
6848,429023682,2019-03-26,119008629
6848,432011455,2019-04-02,29820228
6848,432681379,2019-04-04,65925216
6848,437914997,2019-04-15,167777637
6848,438784914,2019-04-17,30172268
6848,443673382,2019-04-26,4706748
6848,447381749,2019-05-03,51149017
6848,450469540,2019-05-09,211459990
6848,452697256,2019-05-13,67751524
6848,453728181,2019-05-16,208919493
6848,457227409,2019-05-23,43664065
6848,460603074,2019-05-29,23048885
6848,464434801,2019-06-05,11082130
6848,465933132,2019-06-08,168563764
6848,468924585,2019-06-13,25589690
6848,478155603,2019-06-29,255610906
6848,481912136,2019-07-05,3034001
6848,485307841,2019-07-10,109524535
6848,490373606,2019-07-18,26776339
6848,495191143,2019-07-25,234799881
6848,498355728,2019-07-29,252028503
6848,500714579,2019-08-02,119450101
6848,503123132,2019-08-05,12710636
6848,505601275,2019-08-09,14012616
6848,509531889,2019-08-14,191614229
6848,519481910,2019-08-28,21556727
6848,521983711,2019-09-01,85508563
6848,524751493,2019-09-06,91945354
6848,531434354,2019-09-17,165599001
6848,538156663,2019-09-29,20540018
6848,546342094,2019-10-13,160027964
6848,547654785,2019-10-15,142982905
6848,553262758,2019-10-23,28625895
6848,557236975,2019-10-31,84327335
6848,558173666,2019-11-02,11207595
6848,562304226,2019-11-10,32994420
6848,564363402,2019-11-15,65461148
6848,567461597,2019-11-22,122619709
6848,569142544,2019-11-25,49806013
6848,577505468,2019-12-15,63145124
6848,578675696,2019-12-18,36313238
6848,579394304,2019-12-20,2275938
6848,580936812,2019-12-23,43048748
6848,610471301,2020-02-24,1683524
6848,612029321,2020-02-28,332072916
6848,613247747,2020-03-01,30802755
6848,615261296,2020-03-07,96202615
6848,616364517,2020-03-09,76914206
6848,619071518,2020-03-16,294564318
7397,220437,2011-04-08,267960
7397,226450,2011-04-14,458228
7397,240558,2011-04-26,419344
7397,249623,2011-05-03,368144
7397,272861,2011-05-21,223988
7397,294212,2011-06-02,432323
7397,328489,2011-06-22,598453
7397,419137,2011-08-04,52955
7397,436118,2011-08-11,609239
7397,462426,2011-08-21,762093
7397,478563,2011-08-27,826528
7397,487472,2011-08-30,858307
7397,497076,2011-09-03,527997
7397,513179,2011-09-08,813381
7397,530275,2011-09-14,615110
7397,611249,2011-10-09,1099899
7397,630474,2011-10-16,985544
7397,663654,2011-10-25,1245224
7397,746418,2011-11-27,1307646
7397,800947,2011-12-23,881468
7397,835722,2012-01-04,951734
7397,858748,2012-01-12,1559109
7397,882654,2012-01-25,1554120
7397,891535,2012-01-30,1580066
7397,911146,2012-02-09,1382784
7397,917725,2012-02-13,1614896
7397,948470,2012-02-26,173097
7397,1003323,2012-03-15,1772468
7397,1044226,2012-03-26,1651720
7397,1058846,2012-03-29,1886037
7397,1100993,2012-04-09,1653533
7397,1183317,2012-04-26,1466209
7397,1251515,2012-05-09,509521
7397,1344457,2012-05-25,1803374
7397,1380713,2012-05-30,1490341
7397,1430851,2012-06-07,1823341
7397,1503404,2012-06-18,2041700
7397,1585713,2012-06-29,1862347
7397,1662084,2012-07-09,1689393
7397,1730523,2012-07-17,1750527
7397,1774565,2012-07-23,1938059
7397,1979995,2012-08-14,2147770
7397,2019193,2012-08-18,2840166
7397,2088838,2012-08-25,2623643
7397,2140188,2012-08-30,1281509
7397,2259588,2012-09-11,2161504
7397,2310459,2012-09-17,3233049
7397,2395145,2012-09-24,2512443
7397,2451875,2012-09-30,2434759
7397,2527118,2012-10-07,691173
7397,2603082,2012-10-14,3067167
7397,2727265,2012-10-27,2678082
7397,2848771,2012-11-10,3580220
7397,2941472,2012-11-22,3081011
7397,2991678,2012-11-29,4008303
7397,3025385,2012-12-04,3574270
7397,3237192,2013-01-03,2604889
7397,3321801,2013-01-10,3791855
7397,3431900,2013-01-28,4772043
7397,3534457,2013-02-13,1689730
7397,3698650,2013-03-05,4786856
7397,3958551,2013-03-31,4708482
7397,4242117,2013-04-22,1848464
7397,4358226,2013-04-30,4008303
7397,4886400,2013-05-31,5339566
7397,4993534,2013-06-06,5623248
7397,5035005,2013-06-09,5531617
7397,5574337,2013-07-07,1340098
7397,5706688,2013-07-13,5070497
7397,5846300,2013-07-19,6808841
7397,6019697,2013-07-27,5528200
7397,7195313,2013-09-10,7486766
7397,7940608,2013-10-09,6623230
7397,8034200,2013-10-13,1443694
7397,8380505,2013-10-28,9238402
7397,8766289,2013-11-17,8667115
7397,9732753,2014-01-07,7985606
7397,10025353,2014-01-26,11229505
7397,10283919,2014-02-10,3276685
7397,11649105,2014-04-10,13076369
